store_name,store_code,store_category,store_address,store_phone,store_times_str,store_score_text,store_data_x,store_data_y,store_image_url,store_amenities_str,store_parking
태평집,13163796,국수,도로명전북 전주시 덕진구 조경단로 3-6복사지번전북 전주시 덕진구 금암동 522-31복사우편번호우편번호54931복사안내 레이어 닫기,063-255-2252,영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료_10:30에 영업 시작10시 30분에 영업 시작_10:30에 영업 시작_10시 30분에 영업 시작_수10:30 - 15:0014:45 라스트오더_수10:30 - 15:0014:45 라스트오더_수10:30 - 15:0014:45 라스트오더_수_10:30 - 15:0014:45 라스트오더_목10:30 - 15:0014:45 라스트오더_목10:30 - 15:0014:45 라스트오더_목10:30 - 15:0014:45 라스트오더_목_10:30 - 15:0014:45 라스트오더_금10:30 - 15:0014:45 라스트오더_금10:30 - 15:0014:45 라스트오더_금10:30 - 15:0014:45 라스트오더_금_10:30 - 15:0014:45 라스트오더_토10:30 - 15:0014:45 라스트오더_토10:30 - 15:0014:45 라스트오더_토10:30 - 15:0014:45 라스트오더_토_10:30 - 15:0014:45 라스트오더_일10:30 - 15:0014:45 라스트오더_일10:30 - 15:0014:45 라스트오더_일10:30 - 15:0014:45 라스트오더_일_10:30 - 15:0014:45 라스트오더_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월_정기휴무 (매주 월요일)_정기휴무 (매주 월요일)_화10:30 - 15:0014:45 라스트오더접기_화10:30 - 15:0014:45 라스트오더접기_화10:30 - 15:0014:45 라스트오더_화_10:30 - 15:0014:45 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_27%2F1441000643620kmd0h_JPEG%2FSUBMIT_1430376803921_13163796.jpg,편의시설 정보 없음,주차가능
가마,34006669,양식,도로명전북 전주시 완산구 전주객사4길 74 2층 가마복사지번전북 전주시 완산구 고사동 172-1복사우편번호우편번호54999복사안내 레이어 닫기,0507-1309-8521,영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료_11:30에 영업 시작11시 30분에 영업 시작_11:30에 영업 시작_11시 30분에 영업 시작_수11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_수11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_수11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_수_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_목11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_목11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_목11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_목_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_금11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_금11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_금11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_금_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_토11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_토11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_토11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_토_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_일11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_일11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_일11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_일_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_월11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_월11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_월11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_월_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_화11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_화11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_화11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_화_11:30 - 22:0015:00 - 16:30 브레이크타임21:10 라스트오더_- 숙성생도우사용으로 정해진 도우가 팔리면 조기 마감됩니다접기_- 숙성생도우사용으로 정해진 도우가 팔리면 조기 마감됩니다접기_- 숙성생도우사용으로 정해진 도우가 팔리면 조기 마감됩니다_- 숙성생도우사용으로 정해진 도우가 팔리면 조기 마감됩니다_접기_접기,별점4.67,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260309_40%2F1773031718705T0Ifb_JPEG%2FP20260227_132034672_502321F5-DB07-4B2A-8CBC-C996E40E0FC3.jpg,예약_포장_무선 인터넷_남/녀 화장실 구분_단체 이용 가능_유아의자_대기공간_장애인 주차구역,주차가능무료
양반가,11782597,한정식,도로명전북 전주시 완산구 최명희길 30-2복사지번전북 전주시 완산구 풍남동3가 79-2복사우편번호우편번호55042복사안내 레이어 닫기,063-282-0054,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_수11:00 - 21:0015:00 - 17:00 브레이크타임_수11:00 - 21:0015:00 - 17:00 브레이크타임_수11:00 - 21:0015:00 - 17:00 브레이크타임_수_11:00 - 21:0015:00 - 17:00 브레이크타임_목11:00 - 21:0015:00 - 17:00 브레이크타임_목11:00 - 21:0015:00 - 17:00 브레이크타임_목11:00 - 21:0015:00 - 17:00 브레이크타임_목_11:00 - 21:0015:00 - 17:00 브레이크타임_금11:00 - 21:0015:00 - 17:00 브레이크타임_금11:00 - 21:0015:00 - 17:00 브레이크타임_금11:00 - 21:0015:00 - 17:00 브레이크타임_금_11:00 - 21:0015:00 - 17:00 브레이크타임_토11:00 - 21:0015:00 - 17:00 브레이크타임_토11:00 - 21:0015:00 - 17:00 브레이크타임_토11:00 - 21:0015:00 - 17:00 브레이크타임_토_11:00 - 21:0015:00 - 17:00 브레이크타임_일11:00 - 21:0015:00 - 17:00 브레이크타임_일11:00 - 21:0015:00 - 17:00 브레이크타임_일11:00 - 21:0015:00 - 17:00 브레이크타임_일_11:00 - 21:0015:00 - 17:00 브레이크타임_월11:00 - 21:0015:00 - 17:00 브레이크타임_월11:00 - 21:0015:00 - 17:00 브레이크타임_월11:00 - 21:0015:00 - 17:00 브레이크타임_월_11:00 - 21:0015:00 - 17:00 브레이크타임_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화_정기휴무 (매주 화요일)_정기휴무 (매주 화요일)_- 매주화요일정기휴무접기_- 매주화요일정기휴무접기_- 매주화요일정기휴무_- 매주화요일정기휴무_접기_접기,별점4.01,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240420_294%2F1713544695636uc4dE_JPEG%2F1713544556488.jpg,콜키지 가능유료_유기농 메뉴_비건 메뉴_단체 이용 가능_남/녀 화장실 구분_무선 인터넷_예약_포장_대기공간_출입구 휠체어 이용가능_좌석 휠체어 이용가능,주차 불가
정희 전주한옥마을점,2052033549,한식,도로명전북 전주시 완산구 은행로 40 정희 전주 한옥마을점복사지번전북 전주시 완산구 풍남동3가 76-12복사우편번호우편번호55042복사안내 레이어 닫기,0507-1386-5099,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_수11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_수11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_수11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_수_11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_목11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_목11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_목11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_목_11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_금11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_금11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_금11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_금_11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_토11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_토11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_토11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_토_11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_일11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_일11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_일11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_일_11:00 - 21:0015:30 - 17:00 브레이크타임20:20 라스트오더_월11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_월11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_월11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_월_11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_화11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더접기_화11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더접기_화11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_화_11:00 - 21:0015:00 - 17:00 브레이크타임20:20 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260226_35%2F1772087313017Co3pN_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2026-01-20_162910.png,무선 인터넷_유아의자_남/녀 화장실 구분,주차가능유료
메르밀진미집 본점,19545775,국수,도로명전북 전주시 완산구 전주천동로 94 메르밀진미집 본점복사지번전북 전주시 완산구 전동 237복사우편번호우편번호55044복사안내 레이어 닫기,063-288-4020,영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료_10:00에 영업 시작10시 0분에 영업 시작_10:00에 영업 시작_10시 0분에 영업 시작_수10:00 - 20:0019:30 라스트오더_수10:00 - 20:0019:30 라스트오더_수10:00 - 20:0019:30 라스트오더_수_10:00 - 20:0019:30 라스트오더_목10:00 - 20:0019:30 라스트오더_목10:00 - 20:0019:30 라스트오더_목10:00 - 20:0019:30 라스트오더_목_10:00 - 20:0019:30 라스트오더_금10:00 - 20:0019:30 라스트오더_금10:00 - 20:0019:30 라스트오더_금10:00 - 20:0019:30 라스트오더_금_10:00 - 20:0019:30 라스트오더_토10:00 - 20:0019:30 라스트오더_토10:00 - 20:0019:30 라스트오더_토10:00 - 20:0019:30 라스트오더_토_10:00 - 20:0019:30 라스트오더_일10:00 - 20:0019:30 라스트오더_일10:00 - 20:0019:30 라스트오더_일10:00 - 20:0019:30 라스트오더_일_10:00 - 20:0019:30 라스트오더_월10:00 - 20:0019:30 라스트오더_월10:00 - 20:0019:30 라스트오더_월10:00 - 20:0019:30 라스트오더_월_10:00 - 20:0019:30 라스트오더_화10:00 - 20:0019:30 라스트오더접기_화10:00 - 20:0019:30 라스트오더접기_화10:00 - 20:0019:30 라스트오더_화_10:00 - 20:0019:30 라스트오더_접기_접기,별점4.27,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260531_121%2F1780215939923s1yXk_JPEG%2F2026_6%25BF%25F9_7%25BF%25F9_%25C0%25DA%25BB%25F6%25B0%25ED%25B1%25B8%25B8%25B6_%25C4%25E1%25B1%25B9%25BC%25F6___%25B0%25F8%25C1%25F6%25BF%25EB.jpg,예약_단체 이용 가능_포장_배달_남/녀 화장실 구분_무선 인터넷_\반려동물 동반_유아의자_대기공간_화장실 휠체어 이용가능_출입구 휠체어 이용가능_좌석 휠체어 이용가능,주차가능무료
포스트빈,1152003157,"카페,디저트",도로명전북 전주시 완산구 은행로 49복사지번전북 전주시 완산구 풍남동3가 55-11복사우편번호우편번호55041복사안내 레이어 닫기,063-282-6007,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_매일09:00 - 22:00접기_매일09:00 - 22:00접기_매일09:00 - 22:00_매일_09:00 - 22:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240522_140%2F1716355111297zQlXS_JPEG%2FKakaoTalk_20240516_140908625_02.jpg,단체 이용 가능_포장_예약_무선 인터넷_남/녀 화장실 구분,주차 불가
카페1938,1317484628,"카페,디저트",도로명전북 전주시 완산구 어진길 78 카페1938복사지번전북 전주시 완산구 경원동2가 63복사우편번호우편번호55039복사안내 레이어 닫기,0507-1425-3124,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_수09:00 - 23:00_수09:00 - 23:00_수09:00 - 23:00_수_09:00 - 23:00_목09:00 - 23:00_목09:00 - 23:00_목09:00 - 23:00_목_09:00 - 23:00_금09:00 - 23:00_금09:00 - 23:00_금09:00 - 23:00_금_09:00 - 23:00_토09:00 - 23:00_토09:00 - 23:00_토09:00 - 23:00_토_09:00 - 23:00_일08:30 - 22:30_일08:30 - 22:30_일08:30 - 22:30_일_08:30 - 22:30_월09:00 - 23:00_월09:00 - 23:00_월09:00 - 23:00_월_09:00 - 23:00_화09:00 - 23:00_화09:00 - 23:00_화09:00 - 23:00_화_09:00 - 23:00_- 테이크아웃 가능시간 마감 30분전접기_- 테이크아웃 가능시간 마감 30분전접기_- 테이크아웃 가능시간 마감 30분전_- 테이크아웃 가능시간 마감 30분전_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251121_8%2F1763690510566A04dA_JPEG%2FKHS_5824_%25C1%25A4%25BB%25E7%25B0%25A2%25C7%25FC.jpeg,단체 이용 가능_예약_남/녀 화장실 구분_무선 인터넷_\반려동물 동반,주차가능무료
카페이르리,1111317495,"카페,디저트",도로명전북 전주시 완산구 은행로 69복사지번전북 전주시 완산구 교동 63-13복사우편번호우편번호55045복사안내 레이어 닫기,0507-1363-1528,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_매일09:00 - 23:0022:30 라스트오더접기_매일09:00 - 23:0022:30 라스트오더접기_매일09:00 - 23:0022:30 라스트오더_매일_09:00 - 23:0022:30 라스트오더_접기_접기,별점4.45,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240827_171%2F1724740816376ml9Eb_JPEG%2FKakaoTalk_20240827_153732548_11.jpg,단체 이용 가능_남/녀 화장실 구분,주차가능무료
PNB 풍년제과 본점,16784383,베이커리,도로명전북 전주시 완산구 팔달로 180복사지번전북 전주시 완산구 경원동1가 40-5복사우편번호우편번호55039복사안내 레이어 닫기,0507-1426-6666,영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료_08:00에 영업 시작8시 0분에 영업 시작_08:00에 영업 시작_8시 0분에 영업 시작_매일08:00 - 22:00접기_매일08:00 - 22:00접기_매일08:00 - 22:00_매일_08:00 - 22:00_접기_접기,별점4.37,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160921_216%2F1474419723827S9GVI_JPEG%2F176871503223614_0.jpeg,무선 인터넷,주차가능
원스타임오프 전주한옥마을점,1142633504,"카페,디저트",도로명전북 전주시 완산구 전라감영로 75 원스타임오프복사지번전북 전주시 완산구 전동 140-1복사우편번호우편번호55038복사안내 레이어 닫기,0507-1323-2584,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_수09:00 - 19:0018:30 라스트오더_수09:00 - 19:0018:30 라스트오더_수09:00 - 19:0018:30 라스트오더_수_09:00 - 19:0018:30 라스트오더_목09:00 - 19:0018:30 라스트오더_목09:00 - 19:0018:30 라스트오더_목09:00 - 19:0018:30 라스트오더_목_09:00 - 19:0018:30 라스트오더_금09:00 - 19:0018:30 라스트오더_금09:00 - 19:0018:30 라스트오더_금09:00 - 19:0018:30 라스트오더_금_09:00 - 19:0018:30 라스트오더_토09:00 - 21:0020:30 라스트오더_토09:00 - 21:0020:30 라스트오더_토09:00 - 21:0020:30 라스트오더_토_09:00 - 21:0020:30 라스트오더_일09:00 - 21:0020:30 라스트오더_일09:00 - 21:0020:30 라스트오더_일09:00 - 21:0020:30 라스트오더_일_09:00 - 21:0020:30 라스트오더_월09:00 - 19:0018:30 라스트오더_월09:00 - 19:0018:30 라스트오더_월09:00 - 19:0018:30 라스트오더_월_09:00 - 19:0018:30 라스트오더_화09:00 - 19:0018:30 라스트오더접기_화09:00 - 19:0018:30 라스트오더접기_화09:00 - 19:0018:30 라스트오더_화_09:00 - 19:0018:30 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260325_118%2F1774402384675kQyMB_PNG%2F12788.png,테이크아웃 할인_단체 이용 가능_포장_무선 인터넷_예약_배달_남/녀 화장실 구분,주차가능무료
풍년제과 본점,33277058,베이커리,도로명전북 전주시 완산구 팔달로 141 풍년제과 본점복사지번전북 전주시 완산구 전동 100복사우편번호우편번호55043복사안내 레이어 닫기,063-231-3366,영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료08:00에 영업 시작8시 0분에 영업 시작_영업 종료_08:00에 영업 시작8시 0분에 영업 시작_08:00에 영업 시작_8시 0분에 영업 시작_수08:00 - 22:0021:00 라스트오더_수08:00 - 22:0021:00 라스트오더_수08:00 - 22:0021:00 라스트오더_수_08:00 - 22:0021:00 라스트오더_목08:00 - 22:0021:00 라스트오더_목08:00 - 22:0021:00 라스트오더_목08:00 - 22:0021:00 라스트오더_목_08:00 - 22:0021:00 라스트오더_금08:00 - 22:0021:00 라스트오더_금08:00 - 22:0021:00 라스트오더_금08:00 - 22:0021:00 라스트오더_금_08:00 - 22:0021:00 라스트오더_토08:00 - 22:0021:00 라스트오더_토08:00 - 22:0021:00 라스트오더_토08:00 - 22:0021:00 라스트오더_토_08:00 - 22:0021:00 라스트오더_일08:00 - 22:0021:00 라스트오더_일08:00 - 22:0021:00 라스트오더_일08:00 - 22:0021:00 라스트오더_일_08:00 - 22:0021:00 라스트오더_월08:00 - 22:0021:00 라스트오더_월08:00 - 22:0021:00 라스트오더_월08:00 - 22:0021:00 라스트오더_월_08:00 - 22:0021:00 라스트오더_화08:00 - 22:0021:00 라스트오더접기_화08:00 - 22:0021:00 라스트오더접기_화08:00 - 22:0021:00 라스트오더_화_08:00 - 22:0021:00 라스트오더_접기_접기,별점4.42,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260603_95%2F1780472465688kGafy_JPEG%2FKakaoTalk_20260602_165634405_01.jpg,포장_배달_단체 이용 가능_무선 인터넷_남/녀 화장실 구분_화장실 휠체어 이용가능_장애인 주차구역,주차가능유료
전주는전주 전주한옥마을 본점,1694616852,한식,"도로명전북 전주시 완산구 태조로 31 1층, 2층복사지번전북 전주시 완산구 교동 72-2복사우편번호우편번호55044복사안내 레이어 닫기",0507-1369-4405,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_매일11:00 - 23:0022:10 라스트오더_매일11:00 - 23:0022:10 라스트오더_매일11:00 - 23:0022:10 라스트오더_매일_11:00 - 23:0022:10 라스트오더_- 21:30분 식사 메뉴 라스트 오더접기_- 21:30분 식사 메뉴 라스트 오더접기_- 21:30분 식사 메뉴 라스트 오더_- 21:30분 식사 메뉴 라스트 오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240108_88%2F1704700336373NUWac_JPEG%2FDSC08583.jpg,비건 메뉴_단체 이용 가능_예약_무선 인터넷_포장_남/녀 화장실 구분_유아의자_출입구 휠체어 이용가능,주차 불가
베테랑 칼국수,1246677842,종합분식,도로명전북 전주시 완산구 경기전길 135복사지번전북 전주시 완산구 교동 84-10복사우편번호우편번호55044복사안내 레이어 닫기,063-285-9898,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_수09:00 - 20:00_수09:00 - 20:00_수09:00 - 20:00_수_09:00 - 20:00_목09:00 - 20:00_목09:00 - 20:00_목09:00 - 20:00_목_09:00 - 20:00_금09:00 - 20:00_금09:00 - 20:00_금09:00 - 20:00_금_09:00 - 20:00_토09:00 - 20:00_토09:00 - 20:00_토09:00 - 20:00_토_09:00 - 20:00_일09:00 - 20:00_일09:00 - 20:00_일09:00 - 20:00_일_09:00 - 20:00_월09:00 - 20:00_월09:00 - 20:00_월09:00 - 20:00_월_09:00 - 20:00_화09:00 - 20:00접기_화09:00 - 20:00접기_화09:00 - 20:00_화_09:00 - 20:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210110_298%2F16102184769318mwxQ_JPEG%2FhHd25L6MhM7NUuIGw6fNp704.jpeg.jpg,편의시설 정보 없음,주차가능
구프오프 전주본점,1848527934,양식,도로명전북 전주시 완산구 천경로 27-1 구프오프복사지번전북 전주시 완산구 동서학동 166-9복사우편번호우편번호55100복사안내 레이어 닫기,0507-1382-1677,"영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_수11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_수11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_수11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_수_11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_목11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_목11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_목11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_목_11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_금11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_금11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_금11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_금_11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_토11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_토11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_토11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_토_11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_일11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_일11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_일11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_일_11:00 - 21:0016:00 - 17:00 브레이크타임15:00, 20:00 라스트오더_월11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_월11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_월11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_월_11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_화11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_화11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_화11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_화_11:00 - 21:0015:30 - 17:00 브레이크타임14:30, 20:00 라스트오더_- 평일14:30,주말15:00까지 마지막주문시간입니다접기_- 평일14:30,주말15:00까지 마지막주문시간입니다접기_- 평일14:30,주말15:00까지 마지막주문시간입니다_- 평일14:30,주말15:00까지 마지막주문시간입니다_접기_접기",별점4.77,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250503_217%2F1746237024389tMMTB_JPEG%2F1000021627.jpg,와인 페어링_콜키지 가능유료_단체 이용 가능_무선 인터넷_남/녀 화장실 구분_포장_배달_예약_유아의자_대기공간_좌석 휠체어 이용가능,주차가능무료
